stepcount,cte_dataheaderid,createdon,companyid,cte_stepcountid
4475,477,2020-07-05 10:10:35.630411,,1397
4658,477,2020-07-05 10:10:35.630412,,1398
5119,477,2020-07-05 10:10:35.630413,,1399
5662,477,2020-07-05 10:10:35.630413,,1400
184,481,2020-07-05 10:10:35.630491,,1401
2180,481,2020-07-05 10:10:35.630493,,1402
2745,481,2020-07-05 10:10:35.630494,,1403
3910,481,2020-07-05 10:10:35.630495,,1404
4319,481,2020-07-05 10:10:35.630496,,1405
4540,481,2020-07-05 10:10:35.630497,,1406
4710,481,2020-07-05 10:10:35.630498,,1407
5190,481,2020-07-05 10:10:35.630499,,1408
5778,481,2020-07-05 10:10:35.630499,,1409
492,492,2020-07-06 10:10:05.543076,,1428
823,492,2020-07-06 10:10:05.543081,,1429
1192,492,2020-07-06 10:10:05.543082,,1430
2371,492,2020-07-06 10:10:05.543083,,1431
2503,492,2020-07-06 10:10:05.543084,,1432
2918,492,2020-07-06 10:10:05.543085,,1433
3364,492,2020-07-06 10:10:05.543086,,1434
3722,492,2020-07-06 10:10:05.543087,,1435
4293,492,2020-07-06 10:10:05.543087,,1436
490,494,2020-07-06 10:10:05.514731,,1410
786,494,2020-07-06 10:10:05.540151,,1411
1145,494,2020-07-06 10:10:05.540157,,1412
2142,494,2020-07-06 10:10:05.540158,,1413
2269,494,2020-07-06 10:10:05.540159,,1414
2765,494,2020-07-06 10:10:05.54016,,1415
3233,494,2020-07-06 10:10:05.54016,,1416
3637,494,2020-07-06 10:10:05.540161,,1417
4376,494,2020-07-06 10:10:05.540162,,1418
503,493,2020-07-06 10:10:05.542917,,1419
781,493,2020-07-06 10:10:05.542921,,1420
1140,493,2020-07-06 10:10:05.542922,,1421
2156,493,2020-07-06 10:10:05.542925,,1422
2289,493,2020-07-06 10:10:05.542926,,1423
2796,493,2020-07-06 10:10:05.542927,,1424
3231,493,2020-07-06 10:10:05.542927,,1425
3651,493,2020-07-06 10:10:05.542928,,1426
4370,493,2020-07-06 10:10:05.542929,,1427
309,500,2020-07-07 10:08:59.330279,,1437
451,500,2020-07-07 10:08:59.349827,,1438
643,500,2020-07-07 10:08:59.349836,,1439
974,500,2020-07-07 10:08:59.349837,,1440
1244,500,2020-07-07 10:08:59.349838,,1441
1537,500,2020-07-07 10:08:59.349839,,1442
1587,500,2020-07-07 10:08:59.34984,,1443
1733,500,2020-07-07 10:08:59.349841,,1444
1733,500,2020-07-07 10:08:59.349842,,1445
316,501,2020-07-07 10:08:59.398782,,1446
463,501,2020-07-07 10:08:59.398787,,1447
650,501,2020-07-07 10:08:59.398788,,1448
1009,501,2020-07-07 10:08:59.398789,,1449
1303,501,2020-07-07 10:08:59.398791,,1450
1583,501,2020-07-07 10:08:59.398791,,1451
1642,501,2020-07-07 10:08:59.398792,,1452
1787,501,2020-07-07 10:08:59.398793,,1453
1791,501,2020-07-07 10:08:59.398794,,1454
301,510,2020-07-07 10:08:59.589725,,1455
463,510,2020-07-07 10:08:59.589729,,1456
658,510,2020-07-07 10:08:59.58973,,1457
996,510,2020-07-07 10:08:59.589731,,1458
1263,510,2020-07-07 10:08:59.589732,,1459
1556,510,2020-07-07 10:08:59.589733,,1460
1609,510,2020-07-07 10:08:59.589734,,1461
1746,510,2020-07-07 10:08:59.589735,,1462
1746,510,2020-07-07 10:08:59.589736,,1463
0,518,2020-07-08 10:11:02.951043,,1464
547,518,2020-07-08 10:11:02.968793,,1465
568,518,2020-07-08 10:11:02.968802,,1466
840,518,2020-07-08 10:11:02.968803,,1467
1156,518,2020-07-08 10:11:02.968804,,1468
1168,518,2020-07-08 10:11:02.968805,,1469
1176,518,2020-07-08 10:11:02.968806,,1470
1271,518,2020-07-08 10:11:02.968807,,1471
1271,518,2020-07-08 10:11:02.968808,,1472
169,515,2020-07-08 10:11:02.972499,,1473
873,515,2020-07-08 10:11:02.972502,,1474
918,515,2020-07-08 10:11:02.972503,,1475
1169,515,2020-07-08 10:11:02.972504,,1476
1482,515,2020-07-08 10:11:02.972505,,1477
1507,515,2020-07-08 10:11:02.972506,,1478
1526,515,2020-07-08 10:11:02.972507,,1479
1664,515,2020-07-08 10:11:02.972507,,1480
1664,515,2020-07-08 10:11:02.972508,,1481
59,521,2020-07-09 10:50:31.679829,,1482
269,521,2020-07-09 10:50:31.692696,,1483
269,521,2020-07-09 10:50:31.692704,,1484
7,527,2020-07-09 10:50:31.742166,,1485
7,527,2020-07-09 10:50:31.742171,,1486
54,529,2020-07-09 10:50:31.742259,,1487
140,529,2020-07-09 10:50:31.742262,,1488
77,531,2020-07-09 10:50:31.810897,,1489
0,524,2020-07-09 10:50:31.81103,,1490
0,524,2020-07-09 10:50:31.811033,,1491
10,524,2020-07-09 10:50:31.811034,,1492
150,524,2020-07-09 10:50:31.811035,,1493
340,524,2020-07-09 10:50:31.811036,,1494
362,524,2020-07-09 10:50:31.811037,,1495
802,524,2020-07-09 10:50:31.811037,,1496
918,524,2020-07-09 10:50:31.811038,,1497
997,524,2020-07-09 10:50:31.811039,,1498
997,524,2020-07-09 10:50:31.81104,,1499
19,535,2020-07-09 10:50:32.339236,,1500
19,535,2020-07-09 10:50:32.33924,,1501
54,535,2020-07-09 10:50:32.339242,,1502
117,541,2020-07-09 10:50:34.527492,,1503
198,541,2020-07-09 10:50:34.527496,,1504
563,541,2020-07-09 10:50:34.527498,,1505
206,542,2020-07-09 10:50:34.545488,,1506
206,542,2020-07-09 10:50:34.545491,,1507
309,542,2020-07-09 10:50:34.545492,,1508
724,542,2020-07-09 10:50:34.545493,,1509
923,542,2020-07-09 10:50:34.545494,,1510
949,542,2020-07-09 10:50:34.545495,,1511
71,547,2020-07-09 10:50:35.863638,,1512
227,550,2020-07-09 10:50:36.642982,,1513
449,550,2020-07-09 10:50:36.642986,,1514
834,550,2020-07-09 10:50:36.642987,,1515
895,550,2020-07-09 10:50:36.642988,,1516
1546,550,2020-07-09 10:50:36.642989,,1517
1897,550,2020-07-09 10:50:36.64299,,1518
1897,550,2020-07-09 10:50:36.642991,,1519
1897,550,2020-07-09 10:50:36.642992,,1520
1897,550,2020-07-09 10:50:36.642993,,1521
0,554,2020-07-09 10:50:37.52725,,1522
42,554,2020-07-09 10:50:37.527254,,1523
42,554,2020-07-09 10:50:37.527255,,1524
42,554,2020-07-09 10:50:37.527256,,1525
92,554,2020-07-09 10:50:37.527257,,1526
147,554,2020-07-09 10:50:37.527258,,1527
147,554,2020-07-09 10:50:37.527259,,1528
147,554,2020-07-09 10:50:37.52726,,1529
147,554,2020-07-09 10:50:37.527261,,1530
0,555,2020-07-09 10:50:37.615481,,1531
23,555,2020-07-09 10:50:37.615486,,1532
51,555,2020-07-09 10:50:37.615487,,1533
156,555,2020-07-09 10:50:37.615488,,1534
156,555,2020-07-09 10:50:37.615489,,1535
156,555,2020-07-09 10:50:37.61549,,1536
200,555,2020-07-09 10:50:37.615491,,1537
200,555,2020-07-09 10:50:37.615492,,1538
200,555,2020-07-09 10:50:37.615493,,1539
0,558,2020-07-09 10:50:38.878688,,1540
40,558,2020-07-09 10:50:38.878693,,1541
40,558,2020-07-09 10:50:38.878694,,1542
85,558,2020-07-09 10:50:38.878695,,1543
85,558,2020-07-09 10:50:38.878696,,1544
132,558,2020-07-09 10:50:38.878697,,1545
132,558,2020-07-09 10:50:38.878698,,1546
132,558,2020-07-09 10:50:38.878699,,1547
132,558,2020-07-09 10:50:38.878699,,1548
0,562,2020-07-09 10:50:41.003817,,1549
37,562,2020-07-09 10:50:41.003822,,1550
0,566,2020-07-09 10:50:42.605372,,1551
0,566,2020-07-09 10:50:42.605381,,1552
37,566,2020-07-09 10:50:42.605384,,1553
37,566,2020-07-09 10:50:42.605386,,1554
84,566,2020-07-09 10:50:42.605388,,1555
168,566,2020-07-09 10:50:42.60539,,1556
168,566,2020-07-09 10:50:42.605393,,1557
208,566,2020-07-09 10:50:42.605395,,1558
208,566,2020-07-09 10:50:42.605397,,1559
0,570,2020-07-09 10:50:44.247487,,1560
57,570,2020-07-09 10:50:44.247492,,1561
57,570,2020-07-09 10:50:44.247493,,1562
99,570,2020-07-09 10:50:44.247494,,1563
99,570,2020-07-09 10:50:44.247495,,1564
138,570,2020-07-09 10:50:44.247495,,1565
176,570,2020-07-09 10:50:44.247496,,1566
176,570,2020-07-09 10:50:44.247497,,1567
176,570,2020-07-09 10:50:44.247498,,1568
0,574,2020-07-09 10:50:45.866021,,1569
0,574,2020-07-09 10:50:45.866025,,1570
49,574,2020-07-09 10:50:45.866027,,1571
92,574,2020-07-09 10:50:45.866028,,1572
92,574,2020-07-09 10:50:45.866029,,1573
145,574,2020-07-09 10:50:45.86603,,1574
145,574,2020-07-09 10:50:45.866031,,1575
145,574,2020-07-09 10:50:45.866035,,1576
145,574,2020-07-09 10:50:45.866036,,1577
0,578,2020-07-09 10:50:47.663383,,1578
49,578,2020-07-09 10:50:47.663389,,1579
49,578,2020-07-09 10:50:47.66339,,1580
99,578,2020-07-09 10:50:47.663391,,1581
99,578,2020-07-09 10:50:47.663392,,1582
99,578,2020-07-09 10:50:47.663393,,1583
151,578,2020-07-09 10:50:47.663394,,1584
151,578,2020-07-09 10:50:47.663395,,1585
151,578,2020-07-09 10:50:47.663396,,1586
0,582,2020-07-09 10:50:49.745378,,1587
42,582,2020-07-09 10:50:49.745382,,1588
42,582,2020-07-09 10:50:49.745384,,1589
72,582,2020-07-09 10:50:49.745385,,1590
72,582,2020-07-09 10:50:49.745386,,1591
72,582,2020-07-09 10:50:49.745387,,1592
95,582,2020-07-09 10:50:49.745405,,1593
95,582,2020-07-09 10:50:49.745406,,1594
95,582,2020-07-09 10:50:49.745407,,1595
0,586,2020-07-09 10:50:51.281075,,1596
20,586,2020-07-09 10:50:51.281084,,1597
20,586,2020-07-09 10:50:51.281087,,1598
58,586,2020-07-09 10:50:51.281089,,1599
58,586,2020-07-09 10:50:51.281091,,1600
58,586,2020-07-09 10:50:51.281093,,1601
58,586,2020-07-09 10:50:51.281095,,1602
58,586,2020-07-09 10:50:51.281098,,1603
58,586,2020-07-09 10:50:51.2811,,1604
0,587,2020-07-09 10:50:51.647304,,1605
0,590,2020-07-09 10:50:53.0372,,1606
41,590,2020-07-09 10:50:53.037206,,1607
41,590,2020-07-09 10:50:53.037207,,1608
58,590,2020-07-09 10:50:53.037208,,1609
58,590,2020-07-09 10:50:53.037209,,1610
58,590,2020-07-09 10:50:53.03721,,1611
58,590,2020-07-09 10:50:53.037211,,1612
58,590,2020-07-09 10:50:53.037212,,1613
58,590,2020-07-09 10:50:53.037213,,1614
9,594,2020-07-09 10:51:05.708202,,1615
569,594,2020-07-09 10:51:05.708207,,1616
688,594,2020-07-09 10:51:05.708209,,1617
1132,594,2020-07-09 10:51:05.70821,,1618
1670,594,2020-07-09 10:51:05.708211,,1619
1721,594,2020-07-09 10:51:05.708212,,1620
0,598,2020-07-09 10:51:18.495347,,1621
101,598,2020-07-09 10:51:18.495352,,1622
122,598,2020-07-09 10:51:18.495353,,1623
294,598,2020-07-09 10:51:18.495354,,1624
828,598,2020-07-09 10:51:18.495356,,1625
1105,598,2020-07-09 10:51:18.495357,,1626
1154,598,2020-07-09 10:51:18.495358,,1627
1217,598,2020-07-09 10:51:18.495359,,1628
1244,598,2020-07-09 10:51:18.49536,,1629
0,602,2020-07-09 10:52:05.133779,,1630
198,602,2020-07-09 10:52:05.133784,,1631
475,602,2020-07-09 10:52:05.133785,,1632
975,602,2020-07-09 10:52:05.133786,,1633
2064,602,2020-07-09 10:52:05.133787,,1634
2277,602,2020-07-09 10:52:05.133788,,1635
2277,602,2020-07-09 10:52:05.133789,,1636
2473,602,2020-07-09 10:52:05.13379,,1637
2824,602,2020-07-09 10:52:05.133791,,1638
0,606,2020-07-09 10:52:40.599108,,1639
43,606,2020-07-09 10:52:40.599113,,1640
43,606,2020-07-09 10:52:40.599114,,1641
123,606,2020-07-09 10:52:40.599115,,1642
174,606,2020-07-09 10:52:40.599117,,1643
276,606,2020-07-09 10:52:40.599118,,1644
307,606,2020-07-09 10:52:40.599119,,1645
364,606,2020-07-09 10:52:40.59912,,1646
364,606,2020-07-09 10:52:40.599121,,1647
27,610,2020-07-09 10:53:26.742805,,1648
259,610,2020-07-09 10:53:26.74281,,1649
340,610,2020-07-09 10:53:26.742811,,1650
902,610,2020-07-09 10:53:26.742812,,1651
1360,610,2020-07-09 10:53:26.742813,,1652
1447,610,2020-07-09 10:53:26.742814,,1653
1880,610,2020-07-09 10:53:26.742816,,1654
2049,610,2020-07-09 10:53:26.742817,,1655
2049,610,2020-07-09 10:53:26.742818,,1656
360,614,2020-07-09 10:54:01.231911,,1657
393,614,2020-07-09 10:54:01.231916,,1658
627,614,2020-07-09 10:54:01.231917,,1659
1218,614,2020-07-09 10:54:01.231918,,1660
1540,614,2020-07-09 10:54:01.231919,,1661
1682,614,2020-07-09 10:54:01.23192,,1662
2035,614,2020-07-09 10:54:01.231921,,1663
2270,614,2020-07-09 10:54:01.231922,,1664
2270,614,2020-07-09 10:54:01.231924,,1665
70,618,2020-07-09 10:54:47.115396,,1666
270,618,2020-07-09 10:54:47.115401,,1667
635,618,2020-07-09 10:54:47.115403,,1668
992,618,2020-07-09 10:54:47.115404,,1669
1529,618,2020-07-09 10:54:47.115405,,1670
1812,618,2020-07-09 10:54:47.115406,,1671
1926,618,2020-07-09 10:54:47.115407,,1672
2219,618,2020-07-09 10:54:47.115408,,1673
2258,618,2020-07-09 10:54:47.115409,,1674
239,622,2020-07-09 10:55:36.093834,,1675
362,622,2020-07-09 10:55:36.093839,,1676
895,622,2020-07-09 10:55:36.09384,,1677
1395,622,2020-07-09 10:55:36.093841,,1678
1764,622,2020-07-09 10:55:36.093842,,1679
2157,622,2020-07-09 10:55:36.093843,,1680
2335,622,2020-07-09 10:55:36.093844,,1681
2348,622,2020-07-09 10:55:36.093845,,1682
2358,622,2020-07-09 10:55:36.093846,,1683
0,628,2020-07-09 15:28:11.152998,,1684
0,628,2020-07-09 15:28:11.171283,,1685
27,628,2020-07-09 15:28:11.17129,,1686
0,630,2020-07-09 15:28:11.173988,,1687
0,630,2020-07-09 15:28:11.173991,,1688
36,630,2020-07-09 15:28:11.173992,,1689
36,630,2020-07-09 15:28:11.173993,,1690
91,630,2020-07-09 15:28:11.173994,,1691
169,630,2020-07-09 15:28:11.173995,,1692
169,630,2020-07-09 15:28:11.173996,,1693
0,632,2020-07-09 15:28:11.359495,,1694
0,635,2020-07-09 15:28:11.734791,,1695
40,635,2020-07-09 15:28:11.734797,,1696
40,635,2020-07-09 15:28:11.734798,,1697
91,635,2020-07-09 15:28:11.734799,,1698
91,635,2020-07-09 15:28:11.7348,,1699
91,635,2020-07-09 15:28:11.734801,,1700
149,635,2020-07-09 15:28:11.734802,,1701
149,635,2020-07-09 15:28:11.734803,,1702
149,635,2020-07-09 15:28:11.734804,,1703
0,639,2020-07-09 15:28:13.735352,,1704
42,639,2020-07-09 15:28:13.735357,,1705
42,639,2020-07-09 15:28:13.735358,,1706
73,639,2020-07-09 15:28:13.735359,,1707
73,639,2020-07-09 15:28:13.735361,,1708
73,639,2020-07-09 15:28:13.735362,,1709
96,639,2020-07-09 15:28:13.735363,,1710
96,639,2020-07-09 15:28:13.735364,,1711
96,639,2020-07-09 15:28:13.735365,,1712
0,643,2020-07-09 15:28:15.129383,,1713
20,643,2020-07-09 15:28:15.129388,,1714
20,643,2020-07-09 15:28:15.129389,,1715
67,643,2020-07-09 15:28:15.12939,,1716
67,643,2020-07-09 15:28:15.129391,,1717
0,647,2020-07-09 15:28:16.70834,,1718
45,647,2020-07-09 15:28:16.708346,,1719
45,647,2020-07-09 15:28:16.708347,,1720
68,647,2020-07-09 15:28:16.708349,,1721
68,647,2020-07-09 15:28:16.70835,,1722
68,647,2020-07-09 15:28:16.708351,,1723
68,647,2020-07-09 15:28:16.708352,,1724
68,647,2020-07-09 15:28:16.708353,,1725
68,647,2020-07-09 15:28:16.708354,,1726
0,651,2020-07-09 15:28:18.482544,,1727
526,651,2020-07-09 15:28:18.482549,,1728
650,651,2020-07-09 15:28:18.48255,,1729
1146,651,2020-07-09 15:28:18.482551,,1730
1699,651,2020-07-09 15:28:18.482552,,1731
1764,651,2020-07-09 15:28:18.482553,,1732
0,655,2020-07-09 15:28:20.003527,,1733
90,655,2020-07-09 15:28:20.003531,,1734
105,655,2020-07-09 15:28:20.003532,,1735
290,655,2020-07-09 15:28:20.003533,,1736
933,655,2020-07-09 15:28:20.003535,,1737
1215,655,2020-07-09 15:28:20.003535,,1738
1235,655,2020-07-09 15:28:20.003536,,1739
0,659,2020-07-09 15:28:21.849894,,1740
237,659,2020-07-09 15:28:21.8499,,1741
571,659,2020-07-09 15:28:21.849901,,1742
1166,659,2020-07-09 15:28:21.849902,,1743
2407,659,2020-07-09 15:28:21.849903,,1744
2829,659,2020-07-09 15:28:21.849905,,1745
3618,659,2020-07-09 15:28:21.849906,,1746
4419,659,2020-07-09 15:28:21.849907,,1747
4861,659,2020-07-09 15:28:21.849908,,1748
0,663,2020-07-09 15:28:23.3976,,1749
50,663,2020-07-09 15:28:23.397605,,1750
50,663,2020-07-09 15:28:23.397606,,1751
139,663,2020-07-09 15:28:23.397607,,1752
190,663,2020-07-09 15:28:23.397608,,1753
292,663,2020-07-09 15:28:23.39761,,1754
325,663,2020-07-09 15:28:23.397611,,1755
382,663,2020-07-09 15:28:23.397612,,1756
382,663,2020-07-09 15:28:23.397613,,1757
37,665,2020-07-09 15:28:24.317266,,1758
284,665,2020-07-09 15:28:24.317271,,1759
384,669,2020-07-09 15:28:25.825454,,1760
418,669,2020-07-09 15:28:25.82546,,1761
686,669,2020-07-09 15:28:25.825461,,1762
1315,669,2020-07-09 15:28:25.825462,,1763
1637,669,2020-07-09 15:28:25.825463,,1764
1792,669,2020-07-09 15:28:25.825465,,1765
2151,669,2020-07-09 15:28:25.825466,,1766
2402,669,2020-07-09 15:28:25.825467,,1767
2402,669,2020-07-09 15:28:25.825468,,1768
74,673,2020-07-09 15:28:27.472716,,1769
266,673,2020-07-09 15:28:27.472722,,1770
652,673,2020-07-09 15:28:27.472723,,1771
1051,673,2020-07-09 15:28:27.472724,,1772
1592,673,2020-07-09 15:28:27.472725,,1773
1882,673,2020-07-09 15:28:27.472726,,1774
1999,673,2020-07-09 15:28:27.472727,,1775
2300,673,2020-07-09 15:28:27.472728,,1776
2300,673,2020-07-09 15:28:27.47273,,1777
300,677,2020-07-09 15:28:29.48078,,1778
465,677,2020-07-09 15:28:29.480801,,1779
1011,677,2020-07-09 15:28:29.480802,,1780
1581,677,2020-07-09 15:28:29.480803,,1781
2016,677,2020-07-09 15:28:29.480804,,1782
2429,677,2020-07-09 15:28:29.480805,,1783
2644,677,2020-07-09 15:28:29.480806,,1784
2644,677,2020-07-09 15:28:29.480807,,1785
2651,677,2020-07-09 15:28:29.480808,,1786
0,681,2020-07-09 15:28:30.98288,,1787
155,681,2020-07-09 15:28:30.982885,,1788
652,681,2020-07-09 15:28:30.982886,,1789
887,681,2020-07-09 15:28:30.982887,,1790
1380,681,2020-07-09 15:28:30.982888,,1791
3169,681,2020-07-09 15:28:30.982889,,1792
4853,681,2020-07-09 15:28:30.98289,,1793
6101,681,2020-07-09 15:28:30.982891,,1794
6246,681,2020-07-09 15:28:30.982892,,1795
132,685,2020-07-09 15:28:32.540585,,1796
2089,685,2020-07-09 15:28:32.540608,,1797
2681,685,2020-07-09 15:28:32.540609,,1798
3984,685,2020-07-09 15:28:32.54061,,1799
4428,685,2020-07-09 15:28:32.540611,,1800
4649,685,2020-07-09 15:28:32.540612,,1801
4817,685,2020-07-09 15:28:32.540634,,1802
5294,685,2020-07-09 15:28:32.540635,,1803
5901,685,2020-07-09 15:28:32.540636,,1804
492,689,2020-07-09 15:28:34.154985,,1805
823,689,2020-07-09 15:28:34.15499,,1806
1192,689,2020-07-09 15:28:34.154992,,1807
2371,689,2020-07-09 15:28:34.154993,,1808
2503,689,2020-07-09 15:28:34.154994,,1809
2918,689,2020-07-09 15:28:34.154995,,1810
3364,689,2020-07-09 15:28:34.154996,,1811
3722,689,2020-07-09 15:28:34.154997,,1812
4293,689,2020-07-09 15:28:34.154998,,1813
0,697,2020-07-09 15:28:40.549815,,1822
162,697,2020-07-09 15:28:40.54982,,1823
607,697,2020-07-09 15:28:40.549821,,1824
792,697,2020-07-09 15:28:40.549822,,1825
1281,697,2020-07-09 15:28:40.549824,,1826
2798,697,2020-07-09 15:28:40.549825,,1827
4278,697,2020-07-09 15:28:40.549826,,1828
5381,697,2020-07-09 15:28:40.549827,,1829
5495,697,2020-07-09 15:28:40.549828,,1830
175,701,2020-07-09 15:28:42.043364,,1831
2143,701,2020-07-09 15:28:42.04337,,1832
2695,701,2020-07-09 15:28:42.043371,,1833
3853,701,2020-07-09 15:28:42.043372,,1834
4253,701,2020-07-09 15:28:42.043373,,1835
4475,701,2020-07-09 15:28:42.043374,,1836
4658,701,2020-07-09 15:28:42.043376,,1837
5119,701,2020-07-09 15:28:42.043377,,1838
5662,701,2020-07-09 15:28:42.043378,,1839
12,709,2020-07-09 15:28:48.669825,,1849
830,709,2020-07-09 15:28:48.669847,,1850
916,709,2020-07-09 15:28:48.669848,,1851
1155,709,2020-07-09 15:28:48.66985,,1852
1482,709,2020-07-09 15:28:48.669851,,1853
1655,709,2020-07-09 15:28:48.669852,,1854
1835,709,2020-07-09 15:28:48.669852,,1855
2035,709,2020-07-09 15:28:48.669853,,1856
2051,709,2020-07-09 15:28:48.669854,,1857
211,713,2020-07-09 15:28:50.200747,,1858
211,713,2020-07-09 15:28:50.200754,,1859
333,713,2020-07-09 15:28:50.200755,,1860
749,713,2020-07-09 15:28:50.200756,,1861
4,693,2020-07-09 15:28:38.941417,,1814
873,693,2020-07-09 15:28:38.941424,,1815
935,693,2020-07-09 15:28:38.941425,,1816
1188,693,2020-07-09 15:28:38.941426,,1817
1534,693,2020-07-09 15:28:38.941427,,1818
1701,693,2020-07-09 15:28:38.941428,,1819
1841,693,2020-07-09 15:28:38.941429,,1820
2080,693,2020-07-09 15:28:38.94143,,1821
490,705,2020-07-09 15:28:43.675561,,1840
786,705,2020-07-09 15:28:43.675566,,1841
1145,705,2020-07-09 15:28:43.675567,,1842
2142,705,2020-07-09 15:28:43.675568,,1843
2269,705,2020-07-09 15:28:43.675569,,1844
2765,705,2020-07-09 15:28:43.67557,,1845
3233,705,2020-07-09 15:28:43.675571,,1846
3637,705,2020-07-09 15:28:43.675572,,1847
4376,705,2020-07-09 15:28:43.675572,,1848
963,713,2020-07-09 15:28:50.200757,,1862
78,715,2020-07-09 15:28:51.111509,,1863
253,719,2020-07-09 15:28:52.862837,,1864
470,719,2020-07-09 15:28:52.862842,,1865
856,719,2020-07-09 15:28:52.862844,,1866
914,719,2020-07-09 15:28:52.862845,,1867
1569,719,2020-07-09 15:28:52.862846,,1868
1905,719,2020-07-09 15:28:52.862847,,1869
1905,719,2020-07-09 15:28:52.862848,,1870
1905,719,2020-07-09 15:28:52.862849,,1871
1905,719,2020-07-09 15:28:52.86285,,1872
0,723,2020-07-09 15:28:54.418262,,1873
39,723,2020-07-09 15:28:54.418267,,1874
39,723,2020-07-09 15:28:54.418269,,1875
39,723,2020-07-09 15:28:54.41827,,1876
88,723,2020-07-09 15:28:54.418271,,1877
141,723,2020-07-09 15:28:54.418272,,1878
141,723,2020-07-09 15:28:54.418273,,1879
141,723,2020-07-09 15:28:54.418274,,1880
141,723,2020-07-09 15:28:54.418275,,1881
0,725,2020-07-09 15:28:55.429767,,1882
45,725,2020-07-09 15:28:55.429772,,1883
0,729,2020-07-09 15:28:56.883517,,1884
15,729,2020-07-09 15:28:56.883523,,1885
37,729,2020-07-09 15:28:56.883528,,1886
160,729,2020-07-09 15:28:56.883529,,1887
160,729,2020-07-09 15:28:56.88353,,1888
160,729,2020-07-09 15:28:56.883531,,1889
203,729,2020-07-09 15:28:56.883532,,1890
203,729,2020-07-09 15:28:56.883533,,1891
203,729,2020-07-09 15:28:56.883534,,1892
0,730,2020-07-09 15:28:57.51901,,1893
0,734,2020-07-09 15:28:59.106603,,1894
0,734,2020-07-09 15:28:59.106626,,1895
38,734,2020-07-09 15:28:59.106628,,1896
38,734,2020-07-09 15:28:59.106629,,1897
88,734,2020-07-09 15:28:59.10663,,1898
174,734,2020-07-09 15:28:59.106631,,1899
174,734,2020-07-09 15:28:59.106632,,1900
214,734,2020-07-09 15:28:59.106633,,1901
214,734,2020-07-09 15:28:59.106634,,1902
0,738,2020-07-09 15:29:00.759522,,1903
61,738,2020-07-09 15:29:00.759527,,1904
61,738,2020-07-09 15:29:00.759528,,1905
106,738,2020-07-09 15:29:00.759529,,1906
106,738,2020-07-09 15:29:00.75953,,1907
146,738,2020-07-09 15:29:00.759531,,1908
185,738,2020-07-09 15:29:00.759532,,1909
185,738,2020-07-09 15:29:00.759533,,1910
185,738,2020-07-09 15:29:00.759535,,1911
