stepcount,cte_dataheaderid,createdon,companyid,cte_stepcountid
0,742,2020-07-09 15:29:02.319769,,1912
0,742,2020-07-09 15:29:02.319773,,1913
47,742,2020-07-09 15:29:02.319775,,1914
88,742,2020-07-09 15:29:02.319776,,1915
88,742,2020-07-09 15:29:02.319777,,1916
142,742,2020-07-09 15:29:02.319778,,1917
142,742,2020-07-09 15:29:02.319779,,1918
142,742,2020-07-09 15:29:02.31978,,1919
142,742,2020-07-09 15:29:02.319781,,1920
0,746,2020-07-09 15:29:03.661148,,1921
43,746,2020-07-09 15:29:03.661154,,1922
43,746,2020-07-09 15:29:03.661155,,1923
90,746,2020-07-09 15:29:03.661156,,1924
90,746,2020-07-09 15:29:03.661158,,1925
90,746,2020-07-09 15:29:03.661159,,1926
142,746,2020-07-09 15:29:03.661163,,1927
142,746,2020-07-09 15:29:03.661165,,1928
142,746,2020-07-09 15:29:03.661166,,1929
0,750,2020-07-09 15:29:05.281525,,1930
36,750,2020-07-09 15:29:05.28153,,1931
36,750,2020-07-09 15:29:05.281531,,1932
65,750,2020-07-09 15:29:05.281532,,1933
65,750,2020-07-09 15:29:05.281533,,1934
65,750,2020-07-09 15:29:05.281534,,1935
87,750,2020-07-09 15:29:05.281534,,1936
87,750,2020-07-09 15:29:05.281535,,1937
87,750,2020-07-09 15:29:05.281536,,1938
0,754,2020-07-09 15:29:06.823453,,1939
22,754,2020-07-09 15:29:06.823458,,1940
22,754,2020-07-09 15:29:06.82346,,1941
66,754,2020-07-09 15:29:06.823461,,1942
66,754,2020-07-09 15:29:06.823462,,1943
66,754,2020-07-09 15:29:06.823463,,1944
66,754,2020-07-09 15:29:06.823464,,1945
66,754,2020-07-09 15:29:06.823465,,1946
66,754,2020-07-09 15:29:06.823466,,1947
0,758,2020-07-09 15:29:08.358397,,1948
21,758,2020-07-09 15:29:08.358402,,1949
21,758,2020-07-09 15:29:08.358404,,1950
66,758,2020-07-09 15:29:08.358405,,1951
66,758,2020-07-09 15:29:08.358406,,1952
0,762,2020-07-09 15:29:09.990003,,1953
37,762,2020-07-09 15:29:09.990009,,1954
37,762,2020-07-09 15:29:09.99001,,1955
55,762,2020-07-09 15:29:09.990011,,1956
55,762,2020-07-09 15:29:09.990012,,1957
55,762,2020-07-09 15:29:09.990013,,1958
55,762,2020-07-09 15:29:09.990014,,1959
55,762,2020-07-09 15:29:09.990015,,1960
55,762,2020-07-09 15:29:09.990016,,1961
9,766,2020-07-09 15:29:11.524754,,1962
603,766,2020-07-09 15:29:11.52476,,1963
735,766,2020-07-09 15:29:11.524761,,1964
1204,766,2020-07-09 15:29:11.524762,,1965
1758,766,2020-07-09 15:29:11.524763,,1966
1819,766,2020-07-09 15:29:11.524764,,1967
0,770,2020-07-09 15:29:13.180474,,1968
91,770,2020-07-09 15:29:13.180479,,1969
120,770,2020-07-09 15:29:13.180481,,1970
308,770,2020-07-09 15:29:13.180482,,1971
879,770,2020-07-09 15:29:13.180483,,1972
1158,770,2020-07-09 15:29:13.180484,,1973
1193,770,2020-07-09 15:29:13.180485,,1974
1286,770,2020-07-09 15:29:13.180486,,1975
1311,770,2020-07-09 15:29:13.180487,,1976
0,774,2020-07-09 15:29:14.697773,,1977
229,774,2020-07-09 15:29:14.697779,,1978
531,774,2020-07-09 15:29:14.69778,,1979
1057,774,2020-07-09 15:29:14.697781,,1980
2197,774,2020-07-09 15:29:14.697782,,1981
2403,774,2020-07-09 15:29:14.697783,,1982
2403,774,2020-07-09 15:29:14.697785,,1983
2592,774,2020-07-09 15:29:14.697786,,1984
2993,774,2020-07-09 15:29:14.697787,,1985
0,778,2020-07-09 15:29:16.280137,,1986
45,778,2020-07-09 15:29:16.280142,,1987
45,778,2020-07-09 15:29:16.280144,,1988
130,778,2020-07-09 15:29:16.280145,,1989
190,778,2020-07-09 15:29:16.280146,,1990
294,778,2020-07-09 15:29:16.280147,,1991
325,778,2020-07-09 15:29:16.280148,,1992
383,778,2020-07-09 15:29:16.280149,,1993
383,778,2020-07-09 15:29:16.28015,,1994
53,782,2020-07-09 15:29:17.698074,,1995
294,782,2020-07-09 15:29:17.698079,,1996
383,782,2020-07-09 15:29:17.698081,,1997
963,782,2020-07-09 15:29:17.698082,,1998
1429,782,2020-07-09 15:29:17.698083,,1999
1532,782,2020-07-09 15:29:17.698084,,2000
1961,782,2020-07-09 15:29:17.698085,,2001
2158,782,2020-07-09 15:29:17.698086,,2002
2158,782,2020-07-09 15:29:17.698087,,2003
360,786,2020-07-09 15:29:19.168586,,2004
410,786,2020-07-09 15:29:19.168591,,2005
656,786,2020-07-09 15:29:19.168592,,2006
1265,786,2020-07-09 15:29:19.168593,,2007
1582,786,2020-07-09 15:29:19.168594,,2008
1720,786,2020-07-09 15:29:19.168595,,2009
2070,786,2020-07-09 15:29:19.168596,,2010
2331,786,2020-07-09 15:29:19.168597,,2011
2331,786,2020-07-09 15:29:19.168602,,2012
78,790,2020-07-09 15:29:20.8167,,2013
300,790,2020-07-09 15:29:20.816705,,2014
672,790,2020-07-09 15:29:20.816706,,2015
1027,790,2020-07-09 15:29:20.816707,,2016
1553,790,2020-07-09 15:29:20.816708,,2017
1848,790,2020-07-09 15:29:20.816709,,2018
1960,790,2020-07-09 15:29:20.81671,,2019
2255,790,2020-07-09 15:29:20.816711,,2020
2296,790,2020-07-09 15:29:20.816712,,2021
255,794,2020-07-09 15:29:22.310889,,2022
388,794,2020-07-09 15:29:22.310894,,2023
903,794,2020-07-09 15:29:22.310895,,2024
1430,794,2020-07-09 15:29:22.310896,,2025
1766,794,2020-07-09 15:29:22.310897,,2026
2154,794,2020-07-09 15:29:22.310898,,2027
2345,794,2020-07-09 15:29:22.310899,,2028
2361,794,2020-07-09 15:29:22.3109,,2029
2370,794,2020-07-09 15:29:22.310901,,2030
0,798,2020-07-09 15:29:23.915129,,2031
163,798,2020-07-09 15:29:23.915134,,2032
607,798,2020-07-09 15:29:23.915135,,2033
817,798,2020-07-09 15:29:23.915139,,2034
1300,798,2020-07-09 15:29:23.91514,,2035
2896,798,2020-07-09 15:29:23.915141,,2036
4392,798,2020-07-09 15:29:23.915142,,2037
5488,798,2020-07-09 15:29:23.915143,,2038
5594,798,2020-07-09 15:29:23.915144,,2039
184,802,2020-07-09 15:29:25.680467,,2040
2180,802,2020-07-09 15:29:25.680473,,2041
2745,802,2020-07-09 15:29:25.680474,,2042
3910,802,2020-07-09 15:29:25.680475,,2043
4319,802,2020-07-09 15:29:25.680476,,2044
4540,802,2020-07-09 15:29:25.680478,,2045
4710,802,2020-07-09 15:29:25.680479,,2046
5190,802,2020-07-09 15:29:25.68048,,2047
5778,802,2020-07-09 15:29:25.680481,,2048
503,806,2020-07-09 15:29:27.271619,,2049
781,806,2020-07-09 15:29:27.271624,,2050
1140,806,2020-07-09 15:29:27.271625,,2051
2156,806,2020-07-09 15:29:27.271626,,2052
2289,806,2020-07-09 15:29:27.271627,,2053
2796,806,2020-07-09 15:29:27.271628,,2054
3231,806,2020-07-09 15:29:27.271629,,2055
3651,806,2020-07-09 15:29:27.27163,,2056
4370,806,2020-07-09 15:29:27.271631,,2057
167,810,2020-07-09 15:29:30.530599,,2058
836,810,2020-07-09 15:29:30.530604,,2059
874,810,2020-07-09 15:29:30.530605,,2060
1117,810,2020-07-09 15:29:30.530606,,2061
1425,810,2020-07-09 15:29:30.530607,,2062
1444,810,2020-07-09 15:29:30.530608,,2063
1453,810,2020-07-09 15:29:30.530609,,2064
1597,810,2020-07-09 15:29:30.53061,,2065
1597,810,2020-07-09 15:29:30.530611,,2066
14,814,2020-07-09 15:29:32.147041,,2067
838,814,2020-07-09 15:29:32.147047,,2068
943,814,2020-07-09 15:29:32.147048,,2069
1193,814,2020-07-09 15:29:32.147049,,2070
1534,814,2020-07-09 15:29:32.14705,,2071
1704,814,2020-07-09 15:29:32.147051,,2072
1883,814,2020-07-09 15:29:32.147052,,2073
2098,814,2020-07-09 15:29:32.147053,,2074
327,818,2020-07-10 21:22:39.342521,,2075
429,818,2020-07-10 21:22:39.360705,,2076
649,818,2020-07-10 21:22:39.360712,,2077
769,818,2020-07-10 21:22:39.360713,,2078
1532,818,2020-07-10 21:22:39.360714,,2079
2943,818,2020-07-10 21:22:39.360717,,2080
2943,818,2020-07-10 21:22:39.360718,,2081
3152,818,2020-07-10 21:22:39.360719,,2082
3169,818,2020-07-10 21:22:39.36072,,2083
242,822,2020-07-10 21:23:03.233822,,2084
282,822,2020-07-10 21:23:03.233826,,2085
994,822,2020-07-10 21:23:03.233827,,2086
1192,822,2020-07-10 21:23:03.233828,,2087
1460,822,2020-07-10 21:23:03.233829,,2088
349,826,2020-07-10 21:23:50.151106,,2089
450,826,2020-07-10 21:23:50.151111,,2090
683,826,2020-07-10 21:23:50.151112,,2091
816,826,2020-07-10 21:23:50.151113,,2092
1618,826,2020-07-10 21:23:50.151114,,2093
3035,826,2020-07-10 21:23:50.151115,,2094
3035,826,2020-07-10 21:23:50.151116,,2095
3263,826,2020-07-10 21:23:50.151117,,2096
3278,826,2020-07-10 21:23:50.151118,,2097
241,830,2020-07-10 21:24:14.671363,,2098
279,830,2020-07-10 21:24:14.671372,,2099
949,830,2020-07-10 21:24:14.671374,,2100
1169,830,2020-07-10 21:24:14.671376,,2101
1440,830,2020-07-10 21:24:14.671379,,2102
340,834,2020-07-10 21:24:49.679102,,2103
375,834,2020-07-10 21:24:49.679111,,2104
517,834,2020-07-10 21:24:49.679114,,2105
581,834,2020-07-10 21:24:49.679116,,2106
1307,834,2020-07-10 21:24:49.679118,,2107
2665,834,2020-07-10 21:24:49.67912,,2108
2665,834,2020-07-10 21:24:49.679122,,2109
2919,834,2020-07-10 21:24:49.679125,,2110
2929,834,2020-07-10 21:24:49.679127,,2111
292,838,2020-07-10 21:25:36.067866,,2112
318,838,2020-07-10 21:25:36.067871,,2113
1101,838,2020-07-10 21:25:36.067872,,2114
1287,838,2020-07-10 21:25:36.067873,,2115
1562,838,2020-07-10 21:25:36.067874,,2116
666,840,2020-07-12 10:10:29.88385,,2117
833,840,2020-07-12 10:10:29.902218,,2118
1550,840,2020-07-12 10:10:29.902225,,2119
2136,840,2020-07-12 10:10:29.902226,,2120
2318,840,2020-07-12 10:10:29.902227,,2121
2517,840,2020-07-12 10:10:29.902228,,2122
2634,840,2020-07-12 10:10:29.902229,,2123
2866,840,2020-07-12 10:10:29.90223,,2124
2866,840,2020-07-12 10:10:29.902231,,2125
640,842,2020-07-12 10:10:29.904871,,2135
769,842,2020-07-12 10:10:29.904874,,2136
1463,842,2020-07-12 10:10:29.904875,,2137
2041,842,2020-07-12 10:10:29.904876,,2138
2231,842,2020-07-12 10:10:29.904877,,2139
2433,842,2020-07-12 10:10:29.904878,,2140
2544,842,2020-07-12 10:10:29.904879,,2141
2778,842,2020-07-12 10:10:29.90488,,2142
2778,842,2020-07-12 10:10:29.904881,,2143
667,841,2020-07-12 10:10:29.903452,,2126
870,841,2020-07-12 10:10:29.903456,,2127
1571,841,2020-07-12 10:10:29.903457,,2128
2155,841,2020-07-12 10:10:29.903458,,2129
2345,841,2020-07-12 10:10:29.903459,,2130
2521,841,2020-07-12 10:10:29.90346,,2131
2638,841,2020-07-12 10:10:29.903461,,2132
2851,841,2020-07-12 10:10:29.903462,,2133
2851,841,2020-07-12 10:10:29.903462,,2134
360,854,2020-07-13 10:08:57.625042,,2144
599,854,2020-07-13 10:08:57.625045,,2145
961,854,2020-07-13 10:08:57.625046,,2146
1503,854,2020-07-13 10:08:57.625047,,2147
3444,854,2020-07-13 10:08:57.625051,,2148
4518,854,2020-07-13 10:08:57.625052,,2149
4911,854,2020-07-13 10:08:57.625052,,2150
5494,854,2020-07-13 10:08:57.625053,,2151
5494,854,2020-07-13 10:08:57.625054,,2152
384,861,2020-07-13 10:08:57.605747,,2153
627,861,2020-07-13 10:08:57.623983,,2154
1002,861,2020-07-13 10:08:57.623989,,2155
1557,861,2020-07-13 10:08:57.62399,,2156
3572,861,2020-07-13 10:08:57.623992,,2157
4653,861,2020-07-13 10:08:57.623992,,2158
5041,861,2020-07-13 10:08:57.623993,,2159
5661,861,2020-07-13 10:08:57.623994,,2160
5661,861,2020-07-13 10:08:57.623995,,2161
434,862,2020-07-13 10:08:57.635559,,2162
700,862,2020-07-13 10:08:57.635562,,2163
1093,862,2020-07-13 10:08:57.635563,,2164
1638,862,2020-07-13 10:08:57.635564,,2165
3651,862,2020-07-13 10:08:57.635565,,2166
4721,862,2020-07-13 10:08:57.635566,,2167
5120,862,2020-07-13 10:08:57.635567,,2168
5724,862,2020-07-13 10:08:57.635568,,2169
5724,862,2020-07-13 10:08:57.635568,,2170
717,866,2020-07-14 10:46:03.217423,,2171
929,866,2020-07-14 10:46:03.236549,,2172
929,866,2020-07-14 10:46:03.23656,,2173
929,866,2020-07-14 10:46:03.236561,,2174
1454,866,2020-07-14 10:46:03.236563,,2175
1548,866,2020-07-14 10:46:03.236564,,2176
1898,866,2020-07-14 10:46:03.236565,,2177
1998,866,2020-07-14 10:46:03.236565,,2178
2010,866,2020-07-14 10:46:03.236567,,2179
862,870,2020-07-14 11:15:19.067851,,2180
1066,870,2020-07-14 11:15:19.067859,,2181
1066,870,2020-07-14 11:15:19.067861,,2182
1066,870,2020-07-14 11:15:19.067862,,2183
1611,870,2020-07-14 11:15:19.067863,,2184
1700,870,2020-07-14 11:15:19.067864,,2185
2047,870,2020-07-14 11:15:19.067864,,2186
2161,870,2020-07-14 11:15:19.067865,,2187
2171,870,2020-07-14 11:15:19.067866,,2188
137,876,2020-07-15 10:11:41.50245,,2189
815,876,2020-07-15 10:11:41.522511,,2190
937,876,2020-07-15 10:11:41.522518,,2191
1057,876,2020-07-15 10:11:41.522519,,2192
1067,876,2020-07-15 10:11:41.52252,,2193
1822,876,2020-07-15 10:11:41.522521,,2194
1999,876,2020-07-15 10:11:41.522522,,2195
2269,876,2020-07-15 10:11:41.522523,,2196
2269,876,2020-07-15 10:11:41.522524,,2197
133,880,2020-07-15 10:19:27.48331,,2198
806,880,2020-07-15 10:19:27.483338,,2199
923,880,2020-07-15 10:19:27.483339,,2200
1035,880,2020-07-15 10:19:27.48334,,2201
1035,880,2020-07-15 10:19:27.483341,,2202
1825,880,2020-07-15 10:19:27.483342,,2203
2010,880,2020-07-15 10:19:27.483343,,2204
2288,880,2020-07-15 10:19:27.483344,,2205
2292,880,2020-07-15 10:19:27.483346,,2206
133,883,2020-07-15 17:14:53.580827,,2207
806,883,2020-07-15 17:14:53.589827,,2208
923,883,2020-07-15 17:14:53.589827,,2209
1035,883,2020-07-15 17:14:53.589827,,2210
1035,883,2020-07-15 17:14:53.589827,,2211
1825,883,2020-07-15 17:14:53.589827,,2212
2010,883,2020-07-15 17:14:53.589827,,2213
2288,883,2020-07-15 17:14:53.589827,,2214
2292,883,2020-07-15 17:14:53.589827,,2215
0,887,2020-07-16 10:54:10.550604,,2216
141,887,2020-07-16 10:54:10.576285,,2217
203,887,2020-07-16 10:54:10.576294,,2218
330,887,2020-07-16 10:54:10.576295,,2219
801,887,2020-07-16 10:54:10.576296,,2220
1000,887,2020-07-16 10:54:10.576297,,2221
1084,887,2020-07-16 10:54:10.576298,,2222
1129,887,2020-07-16 10:54:10.576299,,2223
1129,887,2020-07-16 10:54:10.5763,,2224
0,890,2020-07-16 11:15:26.306097,,2225
138,890,2020-07-16 11:15:26.306104,,2226
196,890,2020-07-16 11:15:26.306105,,2227
325,890,2020-07-16 11:15:26.306106,,2228
805,890,2020-07-16 11:15:26.306107,,2229
1016,890,2020-07-16 11:15:26.306108,,2230
1111,890,2020-07-16 11:15:26.306109,,2231
1157,890,2020-07-16 11:15:26.30611,,2232
231,895,2020-07-17 10:56:08.178315,,2233
307,895,2020-07-17 10:56:08.196738,,2234
386,895,2020-07-17 10:56:08.19675,,2235
386,895,2020-07-17 10:56:08.196752,,2236
452,895,2020-07-17 10:56:08.196754,,2237
460,895,2020-07-17 10:56:08.196755,,2238
537,895,2020-07-17 10:56:08.196757,,2239
580,895,2020-07-17 10:56:08.196759,,2240
586,895,2020-07-17 10:56:08.19676,,2241
197,899,2020-07-18 11:19:53.922211,,2242
1181,899,2020-07-18 11:19:53.9467,,2243
1321,899,2020-07-18 11:19:53.946711,,2244
1571,899,2020-07-18 11:19:53.946713,,2245
2496,899,2020-07-18 11:19:53.946714,,2246
134,901,2020-07-24 10:08:58.409992,,2247
918,901,2020-07-24 10:08:58.431111,,2248
979,901,2020-07-24 10:08:58.431131,,2249
1482,901,2020-07-24 10:08:58.431133,,2250
1486,901,2020-07-24 10:08:58.431135,,2251
1709,901,2020-07-24 10:08:58.431136,,2252
1763,901,2020-07-24 10:08:58.431138,,2253
1829,901,2020-07-24 10:08:58.431139,,2254
1876,901,2020-07-24 10:08:58.431141,,2255
660,907,2020-08-06 11:08:17.351935,,2256
1073,907,2020-08-06 11:08:17.369764,,2257
1661,907,2020-08-06 11:08:17.369772,,2258
2034,907,2020-08-06 11:08:17.369773,,2259
2177,907,2020-08-06 11:08:17.369774,,2260
2760,907,2020-08-06 11:08:17.369775,,2261
2829,907,2020-08-06 11:08:17.369776,,2262
2898,907,2020-08-06 11:08:17.369777,,2263
2904,907,2020-08-06 11:08:17.369778,,2264
227,911,2020-08-06 11:08:52.570102,,2265
753,911,2020-08-06 11:08:52.570109,,2266
1145,911,2020-08-06 11:08:52.570111,,2267
1603,911,2020-08-06 11:08:52.570112,,2268
1603,911,2020-08-06 11:08:52.570113,,2269
1805,911,2020-08-06 11:08:52.570114,,2270
1805,911,2020-08-06 11:08:52.570115,,2271
1805,911,2020-08-06 11:08:52.570116,,2272
2041,911,2020-08-06 11:08:52.570117,,2273
0,915,2020-08-06 11:09:29.181038,,2274
295,915,2020-08-06 11:09:29.181045,,2275
571,915,2020-08-06 11:09:29.181047,,2276
1559,915,2020-08-06 11:09:29.181048,,2277
1909,915,2020-08-06 11:09:29.181055,,2278
2215,915,2020-08-06 11:09:29.181056,,2279
2600,915,2020-08-06 11:09:29.181057,,2280
2870,915,2020-08-06 11:09:29.181058,,2281
3287,915,2020-08-06 11:09:29.181059,,2282
171,919,2020-08-06 11:10:11.617356,,2283
625,919,2020-08-06 11:10:11.617361,,2284
696,919,2020-08-06 11:10:11.617363,,2285
871,919,2020-08-06 11:10:11.617364,,2286
1108,919,2020-08-06 11:10:11.617365,,2287
1458,919,2020-08-06 11:10:11.617366,,2288
1908,919,2020-08-06 11:10:11.617366,,2289
2307,919,2020-08-06 11:10:11.617367,,2290
2509,919,2020-08-06 11:10:11.617368,,2291
0,923,2020-08-06 11:11:01.528702,,2292
464,923,2020-08-06 11:11:01.528723,,2293
586,923,2020-08-06 11:11:01.528733,,2294
1865,923,2020-08-06 11:11:01.528734,,2295
1988,923,2020-08-06 11:11:01.528735,,2296
2317,923,2020-08-06 11:11:01.528736,,2297
2507,923,2020-08-06 11:11:01.528737,,2298
2759,923,2020-08-06 11:11:01.528739,,2299
2863,923,2020-08-06 11:11:01.528803,,2300
226,927,2020-08-06 11:11:45.284354,,2301
649,927,2020-08-06 11:11:45.28436,,2302
649,927,2020-08-06 11:11:45.284361,,2303
1152,927,2020-08-06 11:11:45.284374,,2304
1876,927,2020-08-06 11:11:45.284375,,2305
3794,927,2020-08-06 11:11:45.284376,,2306
3900,927,2020-08-06 11:11:45.284377,,2307
3900,927,2020-08-06 11:11:45.284378,,2308
3904,927,2020-08-06 11:11:45.284379,,2309
0,930,2020-08-07 10:15:31.347589,,2310
199,930,2020-08-07 10:15:31.3609,,2311
1357,930,2020-08-07 10:15:31.360908,,2312
2625,930,2020-08-07 10:15:31.360909,,2313
3627,930,2020-08-07 10:15:31.360911,,2314
4321,930,2020-08-07 10:15:31.360912,,2315
4462,930,2020-08-07 10:15:31.360913,,2316
5315,930,2020-08-07 10:15:31.360914,,2317
5629,930,2020-08-07 10:15:31.360915,,2318
0,936,2020-08-08 10:11:26.387509,,2319
0,936,2020-08-08 10:11:26.405945,,2320
70,936,2020-08-08 10:11:26.405957,,2321
70,936,2020-08-08 10:11:26.405959,,2322
70,936,2020-08-08 10:11:26.405961,,2323
70,936,2020-08-08 10:11:26.405962,,2324
70,936,2020-08-08 10:11:26.405964,,2325
70,936,2020-08-08 10:11:26.405966,,2326
70,936,2020-08-08 10:11:26.405967,,2327
0,938,2020-08-09 10:14:49.890878,,2328
0,938,2020-08-09 10:14:50.039086,,2329
164,938,2020-08-09 10:14:50.039097,,2330
169,938,2020-08-09 10:14:50.039098,,2331
768,938,2020-08-09 10:14:50.039099,,2332
1273,938,2020-08-09 10:14:50.039101,,2333
1727,938,2020-08-09 10:14:50.039102,,2334
2974,938,2020-08-09 10:14:50.039103,,2335
3827,938,2020-08-09 10:14:50.039104,,2336
0,941,2020-08-10 10:12:22.241866,,2337
0,941,2020-08-10 10:12:22.260229,,2338
233,941,2020-08-10 10:12:22.260235,,2339
602,941,2020-08-10 10:12:22.260236,,2340
1165,941,2020-08-10 10:12:22.260237,,2341
1541,941,2020-08-10 10:12:22.260238,,2342
1761,941,2020-08-10 10:12:22.260239,,2343
2245,941,2020-08-10 10:12:22.26024,,2344
2486,941,2020-08-10 10:12:22.26024,,2345
170,947,2020-08-12 10:11:29.780581,,2346
356,947,2020-08-12 10:11:29.799011,,2347
719,947,2020-08-12 10:11:29.799018,,2348
719,947,2020-08-12 10:11:29.799019,,2349
788,947,2020-08-12 10:11:29.79902,,2350
1276,947,2020-08-12 10:11:29.799021,,2351
1386,947,2020-08-12 10:11:29.799022,,2352
1604,947,2020-08-12 10:11:29.799022,,2353
1604,947,2020-08-12 10:11:29.799023,,2354
0,951,2020-08-12 10:11:35.843608,,2355
129,951,2020-08-12 10:11:35.843614,,2356
433,951,2020-08-12 10:11:35.843615,,2357
737,951,2020-08-12 10:11:35.843616,,2358
1234,951,2020-08-12 10:11:35.843617,,2359
1370,951,2020-08-12 10:11:35.843618,,2360
1633,951,2020-08-12 10:11:35.843619,,2361
1817,951,2020-08-12 10:11:35.84362,,2362
1817,951,2020-08-12 10:11:35.843621,,2363
0,954,2020-08-25 17:48:01.521748,,2364
0,954,2020-08-25 17:48:01.531749,,2365
36,954,2020-08-25 17:48:01.531749,,2366
36,954,2020-08-25 17:48:01.531749,,2367
91,954,2020-08-25 17:48:01.531749,,2368
169,954,2020-08-25 17:48:01.531749,,2369
169,954,2020-08-25 17:48:01.531749,,2370
0,956,2020-08-25 20:56:53.091018,,2378
0,956,2020-08-25 20:56:53.091018,,2379
36,956,2020-08-25 20:56:53.091018,,2380
36,956,2020-08-25 20:56:53.091018,,2381
91,956,2020-08-25 20:56:53.091018,,2382
169,956,2020-08-25 20:56:53.091018,,2383
169,956,2020-08-25 20:56:53.091018,,2384
18,957,2020-08-26 10:09:24.17608,,2385
191,957,2020-08-26 10:09:24.188474,,2386
652,957,2020-08-26 10:09:24.188481,,2387
1007,957,2020-08-26 10:09:24.188482,,2388
1007,957,2020-08-26 10:09:24.188482,,2389
1007,957,2020-08-26 10:09:24.188484,,2390
1007,957,2020-08-26 10:09:24.188485,,2391
1034,957,2020-08-26 10:09:24.188486,,2392
1155,957,2020-08-26 10:09:24.188487,,2393
18,967,2020-08-26 10:09:24.476315,,2394
216,967,2020-08-26 10:09:24.476321,,2395
673,967,2020-08-26 10:09:24.476322,,2396
1013,967,2020-08-26 10:09:24.476323,,2397
1013,967,2020-08-26 10:09:24.476324,,2398
1013,967,2020-08-26 10:09:24.476325,,2399
1013,967,2020-08-26 10:09:24.476326,,2400
1042,967,2020-08-26 10:09:24.476327,,2401
1155,967,2020-08-26 10:09:24.476328,,2402
154,970,2020-08-27 10:07:51.573062,,2403
668,970,2020-08-27 10:07:51.592214,,2404
899,970,2020-08-27 10:07:51.592222,,2405
1145,970,2020-08-27 10:07:51.592223,,2406
1495,970,2020-08-27 10:07:51.592225,,2407
1636,970,2020-08-27 10:07:51.592226,,2408
1986,970,2020-08-27 10:07:51.592249,,2409
2254,970,2020-08-27 10:07:51.59225,,2410
2424,970,2020-08-27 10:07:51.592251,,2411
141,980,2020-08-27 10:07:52.472631,,2412
629,980,2020-08-27 10:07:52.472638,,2413
849,980,2020-08-27 10:07:52.472639,,2414
1102,980,2020-08-27 10:07:52.47264,,2415
1458,980,2020-08-27 10:07:52.472641,,2416
1595,980,2020-08-27 10:07:52.472642,,2417
1937,980,2020-08-27 10:07:52.472643,,2418
2187,980,2020-08-27 10:07:52.472644,,2419
2365,980,2020-08-27 10:07:52.472645,,2420
0,989,2020-08-28 10:14:34.246704,,2421
0,989,2020-08-28 10:14:34.264453,,2422
88,989,2020-08-28 10:14:34.26446,,2423
634,989,2020-08-28 10:14:34.264461,,2424
1029,989,2020-08-28 10:14:34.264462,,2425
1222,989,2020-08-28 10:14:34.264463,,2426
1419,989,2020-08-28 10:14:34.264463,,2427
1438,989,2020-08-28 10:14:34.264467,,2428
